ResponseId,Q3.6,StartDate,EndDate,Status,Progress,DurationSec,Finished,RecordedDate,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,ConsentForm,DemoState,DemoZip,DemoGender,DemoAge,DemoRace,DemoEdu,DemoSalary,PersonalExpYN,EEAttributionNoExper,PersonalExpType,PersonalExpTypeOE,PersonalExpImpact,PersonalExpImpactOE,EEIntensity,EEFrequency,EEAttributionExper,CCHumanCaused,PsyDistClimateGroup,PsyDistNumber,PsyDistLocal,PsyDistFar,PsyDistDevelop,PsyDistImpact,PsyDistEffects,RVResponsibilityLocal1,RVResponsibilityGlobal1,RVInstrumentalLocal1,RVInstrumentalGlobal1,RVGroupIDLocal1,RVGroupIDGlobal1,RVKinshipLocal1,RVKinshipGlobal1,RVPersIDLocal1,RVPersIDGlobal1,RVCareLocal1,RVCareGlobal1,RVProgressLocal1,RVProgressGlobal1,RVResponsibilityGlobal2,RVResponsibilityLocal2,RVInstrumentalGlobal2,RVInstrumentalLocal2,RVGroupIDGlobal2,RVGroupIDLocal2,RVKinshipGlobal2,RVKinshipLocal2,RVPersIDGlobal2,RVPersIDLocal2,RVCareGlobal2,RVCareLocal2,RVProgressGlobal2,RVProgressLocal2,WTPPolicy,EcolEconGrowth,EcolEconRelationship,EcolEconGraphic,Q8.1_FirstClick,Q8.1_LastClick,Q8.1_PageSubmit,Q8.1_ClickCount,Q139_FirstClick,Q139_LastClick,Q139_PageSubmit,Q139_ClickCount,Q9.1_FirstClick,Q9.1_LastClick,Q9.1_PageSubmit,Q9.1_ClickCount,Q10.1_FirstClick,Q10.1_LastClick,Q10.1_PageSubmit,Q10.1_ClickCount,Q11.1_FirstClick,Q11.1_LastClick,Q11.1_PageSubmit,Q11.1_ClickCount,Q12.1_FirstClick,Q12.1_LastClick,Q12.1_PageSubmit,Q12.1_ClickCount,Q13.1_FirstClick,Q13.1_LastClick,Q13.1_PageSubmit,Q13.1_ClickCount,Q14.1_FirstClick,Q14.1_LastClick,Q14.1_PageSubmit,Q14.1_ClickCount,Q138_FirstClick,Q138_LastClick,Q138_PageSubmit,Q138_ClickCount,CCHumanActivity,CCHumanActDeforest,CCHumanActFossil,CCHumanActCigarette,CCHumanActCFC,CCHumanActToxic,CCHumanActNuclear,QuizSciAgree,QuizCarbonLevels,QuizEmissionYear,QuizActDeforest,QuizActFossil,QuizSciAgreeScore,QuizCarbonScore,QuizEmisYearScore,QuizCCHumanActScore,QuizScore,PriorityTerrorist,PriorityEconomy,PriorityHealthcare,PriorityEducation,PriorityEnvironment,PriorityImmigration,PriorityBudget,PriorityClimate,PriorityJob,PriorityMilitary,PriorityRace,PriorityCovid,DemoPresElection,DemoPolitical,Score,opp,RISN,rid,Q_TotalDuration,Q_BallotBoxStuffing,gc,term,wtpValue,Create.New.Field.or.Choose.From.Dropdown...,LS,Q60...Parent.Topics,Q60...Topics,EEAttributionAll,EEExposure,CCDenierOrNot,RVRespGlAll,RVRespLoAll,RVInstruGlAll,RVInstruLoAll,RVGrpIDGlAll,RVGrpIDLoAll,RVKinshipGlAll,RVKinshipLoAll,RVPersIDGlAll,RVPersIDLoAll,RVCareGlAll,RVCareLoAll,RVProgressGlAll,RVProgressLoAll,RVWhichGroup,DemoPol.3GRModSeparate,DemoPol.3Groups,PersonalExpType_wildfire,PersonalExpType_hurricane,PersonalExpType_flood,PersonalExpType_heat,PersonalExpType_drought,PersonalExpType_tornado,PersonalExpType_other,PersonalExpType_total,PersonalExpImpact_smoke,PersonalExpImpact_sheltering,PersonalExpImpact_nearmiss,PersonalExpImpact_evacuate,PersonalExpImpact_livingquarterdamage,PersonalExpImpact_livingquarterlost,PersonalExpImpact_incomelost,PersonalExpImpact_other,PersonalExpImpact_total,EEExposureAll,extremeExperienceYN,EEIntensityAll,wtp,c2,c3,t1a,t1b,t2a,t2b,t3a,t3b,t4,c1,t1,t2,t3,tA,tB,climateTopPriority,EEFrequency_std,EEIntensity_std,EEExposure_std,EEAttributionAll_std,EEAttributionXIntensity,EEAttributionXExposure,EEExposureAll_std,EEIntensityAll_std,DuplicatedZip
R_2y4q6RJxYDKzNx9,1,12/10/20 20:39,12/10/20 20:52,0,100,751,1,12/10/20 20:52,anonymous,EN,1,NA,0,0,NA,1,New York,14623,Woman,4,White,College (2 or 4 year),1,1,NA,7,NA,NA,NA,3,1,1,3,1,3,4,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,5,5,4,4,5,5,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.309,189.442,190.553,2,41,2,NA,NA,1,NA,NA,97,4,2,1,NA,2,2,2,1,7,4,4,3,4,3,4,4,3,4,4,3,4,2,3,10,qual2599-0922Wildfire,9418247,5fd2ea1e-fb79-08b9-2434-144b5b3a9935,751,NA,1,NA,245,NA,846,NA,NA,1,4,1,1,4,4,4,4,4,4,4,5,5,4,4,5,5,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.129071183,-0.686072606,-1.02702909,-1.648175423,3,4,0.122103284,0.238899104,TRUE
R_3FV8hFI1mSxDjgN,NA,12/10/20 21:32,12/11/20 5:10,0,100,27481,1,12/11/20 5:10,anonymous,EN,1,NA,0,0,NA,1,New York,14626,Woman,2,White,High school,4,2,4,NA,NA,NA,NA,NA,NA,NA,2,2,7,3,4,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,6,3,5,4,2,5,3,2,2,3,2,3,NA,3,19.582,65.836,66.75,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA,NA,2,NA,NA,51,3,2,1,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,qual2599-0922Wildfire,9418247,5fd2f65e-c561-5eee-5aa8-3c932698b969,27481,NA,1,NA,65,NA,846,NA,NA,4,NA,1,5,5,3,2,6,3,5,4,2,5,3,2,2,3,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-0.630179826,NA,NA,-0.850258229,-0.801451504,TRUE
R_ODQ15t4IiCHz1S1,NA,12/10/20 20:58,12/10/20 21:06,0,100,440,1,12/10/20 21:06,anonymous,EN,0.9,NA,0,0,NA,1,New York,14850,Woman,2,White,College (2 or 4 year),3,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,1,1,6,1,7,7,1,1,6,7,7,7,4,4,7,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,86,4,1,1,1,NA,2,NA,2,4,3,4,4,3,4,3,3,4,4,1,4,4,3,6,5,qual2599-0922Wildfire,9418247,5fd2ee93-1029-558c-5b6f-838f11778446,440,NA,1,NA,125,NA,846,NA,NA,10,NA,0,7,7,1,1,7,6,7,7,4,4,7,7,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE
R_3O78IwY4jOGaggh,4,12/12/20 4:25,12/12/20 4:35,0,100,543,1,12/12/20 4:35,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30004,Man,2,Black or African American,College (2 or 4 year),2,1,NA,3 6,NA,2 5 6,NA,8,3,4,1,2,7,5,4,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,4,5,6,4,7,5,2,5,7,4,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.487,193.257,193.944,7,43,NA,NA,2,1,NA,NA,84,3,2,NA,NA,NA,NA,2,NA,2,2,4,3,4,3,3,2,4,4,1,4,4,3,3,5,qual2599-0922Wildfire,9402621,5fd4a8e6-9cde-162c-7bc4-ff5c7192d4bc,543,NA,1,NA,265,NA,873,NA,NA,4,11,0,7,6,7,4,5,6,4,7,5,2,5,7,4,5,2,1,2,0,0,1,0,0,1,0,2,0,1,0,0,1,1,0,0,3,11,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.470028933,1.387799647,1.318000382,-0.630179826,32,44,1.823735932,1.972816784,TRUE
R_1ocleryh3UbjP0n,NA,12/31/20 19:11,12/31/20 19:32,0,100,1248,1,12/31/20 19:32,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30004,Man,6,White,High school,3,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2,1,7,5,4,4,5,5,6,6,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,91,4,2,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,3,3,4,3,3,4,4,3,6,5,qual2599-0922Wildfire,9625722,5fee84d8-39fd-38f1-162c-ceba20c8cbda,1248,NA,1,NA,145,NA,563,NA,NA,7,NA,0,7,7,2,1,7,5,4,4,5,5,6,6,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_1H7htK7bN3EIAwx,7,12/11/20 19:30,12/11/20 19:47,0,100,1033,1,12/11/20 19:47,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30005,Woman,2,Asian,Graduate degree,4,1,NA,6,NA,2,NA,6,2,7,1,3,9,6,3,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,6,6,7,6,5,6,6,5,6,7,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.617,169.973,173.293,4,NA,NA,NA,NA,56,NA,NA,NA,NA,1,2,60,4,2,NA,NA,NA,2,2,NA,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,qual2599-0922Wildfire,9402621,5fd42b4d-4f39-e18a-bd08-928d71d358ca,1033,NA,1,NA,145,NA,873,NA,NA,7,8,0,7,7,7,7,6,6,7,6,5,6,6,5,6,7,2,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,8,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,-0.329521125,0.558250746,0.312987751,0.387815771,42,56,1.094464798,1.279249712,TRUE
R_2DS1OpoG82vleFC,NA,12/23/20 17:34,12/23/20 17:43,0,100,557,1,12/23/20 17:43,anonymous,EN,1,NA,0,0,NA,1,Georgia,30005,Man,4,White,College (2 or 4 year),6,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,3,6,5,2,7,7,5,5,6,4,7,6,7,7,7,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,0,67.503,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,2,NA,NA,1,NA,87,4,2,NA,1,NA,2,2,1,5,4,3,3,4,4,3,3,4,3,3,4,4,3,4,5,qual2599-0922Wildfire,9492414,5fe3e1e6-00e8-ad47-af33-ec1f5a511170,557,NA,1,NA,165,NA,1017,NA,NA,8,NA,0,7,7,5,5,4,6,6,7,7,7,7,7,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE
R_3huKnG30L5uRA2G,6,12/11/20 5:26,12/11/20 5:47,0,100,1265,1,12/11/20 5:47,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30006,Woman,1,Black or African American,College (2 or 4 year),2,1,NA,3,NA,2,NA,4,1,6,1,2,7,6,6,6,7,1,7,7,3,3,7,7,6,6,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.503,206.3,207.149,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,1,NA,NA,2,NA,68,3,2,NA,1,NA,NA,2,1,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,5,qual2599-0922Wildfire,9402621,5fd3657e-9a2b-30b4-4441-7be5a106f901,1265,NA,1,NA,165,NA,873,NA,NA,6,5,0,7,7,3,3,7,7,6,6,7,6,7,7,7,7,1,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-1.129071183,-0.271298156,-0.692024879,0.048483906,24,30,0.365193663,0.58568264,TRUE
R_1r8pMPTGiKZVrSB,NA,12/31/20 11:20,12/31/20 12:33,0,100,4385,1,12/31/20 12:33,anonymous,EN,1,NA,0,0,NA,1,Georgia,30008,Woman,5,White,High school,5,2,7,NA,NA,NA,NA,NA,NA,NA,2,3,9,5,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,7,4,6,7,6,7,7,4,1,4,1,3,NA,2,0,0,80.728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,4,3,4,4,4,4,2,4,5,qual2599-0922Wildfire,9625722,5fee1655-927c-538f-901f-681a959cfe7f,4385,NA,1,NA,85,NA,563,NA,NA,7,NA,1,7,7,1,1,7,4,6,7,6,7,7,4,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_2Pok7Gy9sUqXSeX,NA,12/15/20 4:37,12/15/20 4:47,0,100,611,1,12/15/20 4:47,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30011,Woman,5,White,High school,1,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,3,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,1,NA,2,NA,NA,NA,NA,2.126,115.163,137.08,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,84,4,1,1,1,NA,2,NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,7,4,qual2599-0922Wildfire,9460711,5fd89ff4-fa9e-c7bb-7689-40a319b55259,611,NA,1,NA,165,NA,620,NA,NA,10,NA,0,7,7,1,1,6,6,7,7,7,7,7,7,7,7,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE
R_2aeiyNQot2DC61p,NA,12/10/20 6:55,12/10/20 7:03,0,100,496,1,12/10/20 7:03,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30012,Woman,4,Black or African American,High school,1,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,5,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,0.912,0.912,193.498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,2,NA,NA,1,52,2,2,NA,NA,NA,NA,2,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,qual2599-0922Wildfire,9402621,5fd22892-b9d3-36a6-4cd3-6d30e415166e,496,NA,1,NA,225,NA,873,NA,NA,5,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE
R_RDFfHWBwFMFIJON,6,12/9/20 21:16,12/9/20 21:21,0,100,349,1,12/9/20 21:22,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30016,Woman,1,Black or African American,High school,1,1,NA,3,NA,4,NA,2,3,6,2,NA,NA,3,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,3,4,4,3,4,2,4,3,6,3,4,1,3,NA,2,NA,NA,NA,NA,2.144,60.964,206.207,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,3,1,NA,NA,NA,NA,NA,NA,0,2,3,3,3,2,1,2,3,3,1,1,4,3,4,6,qual2599-0922Wildfire,9402621,5fd1a125-6e17-0ad1-c67b-5400796acd5f,349,NA,1,NA,165,NA,873,NA,NA,6,5,1,5,6,5,3,4,4,3,4,2,4,3,6,3,4,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470028933,-1.100847057,-0.692024879,0.048483906,12,30,0.365193663,-0.107884432,TRUE
R_2vemQJWa3RxGGDw,7,12/9/20 22:05,12/9/20 22:19,0,100,882,1,12/9/20 22:19,anonymous,EN,0.7,NA,0,0,NA,1,Georgia,30016,Woman,2,Black or African American,High school,1,1,NA,2 4 6,NA,6,NA,7,3,7,2,1,6,5,3,5,3,NA,5,5,3,1,5,5,2,5,2,1,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.035,172.035,173.363,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,1,NA,NA,2,NA,68,1,1,NA,1,NA,NA,NA,1,1,3,4,4,4,4,1,3,4,4,2,4,4,3,6,6,qual2599-0922Wildfire,9402621,5fd1ac71-d106-e65f-0e63-c6cf92a1c725,882,NA,1,NA,185,NA,873,NA,NA,7,10,1,5,5,1,3,5,5,5,2,1,2,5,5,2,5,1,3,3,0,1,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,10,1,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.470028933,0.973025196,0.982996172,0.387815771,49,70,1.580645554,1.626033248,TRUE
R_YVSc8mEzm9PRU8V,NA,12/10/20 13:39,12/10/20 13:43,0,100,238,1,12/10/20 13:43,anonymous,EN,1,NA,0,0,NA,1,Georgia,30016,Woman,1,Black or African American,High school,3,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,5,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,54.48,57.114,67.401,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,2,NA,NA,NA,NA,2,NA,2,2,3,3,3,3,3,3,3,2,2,3,3,3,4,9,qual2599-0922Wildfire,9402621,5fd28753-fa52-2095-5d28-2a954696c258,238,NA,1,NA,165,NA,873,NA,NA,1,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE
R_eP72yELbqALuqzf,NA,12/11/20 14:40,12/11/20 14:46,0,100,357,1,12/11/20 14:46,anonymous,EN,0.8,NA,0,0,NA,1,Georgia,30016,Woman,1,Black or African American,High school,3,2,4,NA,NA,NA,NA,NA,NA,NA,3,2,7,3,2,2,1,3,4,6,4,5,4,5,4,6,2,4,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.174,76.861,238.139,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,4,NA,NA,NA,NA,NA,NA,0,4,2,2,2,3,2,2,3,4,2,3,3,3,4,8,qual2599-0922Wildfire,9402621,5fd3e754-efd2-b9b1-2298-4e4bb0d3f198,357,NA,1,NA,145,NA,873,NA,NA,4,NA,1,6,4,5,4,5,4,6,4,4,2,5,6,6,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,-0.630179826,NA,NA,-0.850258229,-0.801451504,TRUE
R_3DvFOZvelbOoAUd,2,12/11/20 17:36,12/11/20 17:47,0,100,677,1,12/11/20 17:47,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30016,Woman,1,"American Indian or Alaska Native,Black or African American",College (2 or 4 year),1,1,NA,2 4,NA,7,NA,5,2,2,2,1,6,3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,3,6,1,3,3,3,2,5,4,5,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,52.492,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,2,2,NA,NA,NA,NA,2,NA,2,2,3,2,3,4,3,3,3,3,3,2,2,3,3,6,qual2599-0922Wildfire,9402621,5fd41070-de1e-6ec4-0636-f46e53433c55,677,NA,1,NA,145,NA,873,NA,NA,2,7,1,2,3,1,0,3,6,1,3,3,3,2,5,4,5,2,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,7,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.329521125,0.143476295,-0.022016459,-1.308843557,10,14,0.851374419,0.932466176,TRUE
R_urDS8xvQqU53L45,NA,12/10/20 19:37,12/10/20 19:46,0,100,571,1,12/10/20 19:46,anonymous,EN,0.9,NA,0,0,NA,1,Georgia,30024,Woman,1,Black or African American,High school,2,2,9,NA,NA,NA,NA,NA,NA,NA,1,2,8,4,4,4,4,1,5,5,5,5,5,4,4,4,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,155.035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,71,2,2,1,1,NA,NA,2,2,4,3,4,4,4,3,3,3,4,4,4,4,4,3,4,5,qual2599-0922Wildfire,9402621,5fd2db73-deed-6cec-7889-a8084baf8887,571,NA,1,NA,185,NA,873,NA,NA,9,NA,0,5,5,5,5,4,5,4,4,4,4,5,4,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE
R_1kRYWybdXYE6XD7,NA,12/12/20 0:40,12/12/20 1:12,0,100,1942,1,12/12/20 1:12,anonymous,EN,1,NA,0,5,NA,1,Georgia,30030,Man,6,White,College (2 or 4 year),2,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,3,1,4,3,7,7,1,1,6,7,7,7,7,7,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.103,13.103,187.336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,1,1,2,2,2,2,8,3,3,4,3,4,4,3,4,3,2,4,4,3,5,5,qual2599-0922Wildfire,9402621,5fd4738d-1215-0dbd-d63f-2618742d6db2,1942,NA,1,NA,85,NA,873,NA,NA,8,NA,0,7,7,1,1,7,6,7,7,7,7,7,7,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE
